strategy_total_return,buy_hold_total_return,excess_total_return,strategy_sharpe,buy_hold_sharpe,strategy_max_dd,buy_hold_max_dd
-0.2505249270645713,0.28152539211814687,-0.5320503191827182,-2.7754014019673665,2.568580702441329,-0.25046349541678736,-0.08903507601965122
-0.09955067029142772,0.34892783679241757,-0.4484785070838453,-0.7351195798787931,2.5682911047450423,-0.16401810836085995,-0.08400563367011316
-0.17977019884581846,-0.022243250263541903,-0.15752694858227656,-2.109669559821156,-0.1646508916025629,-0.19274474432548339,-0.18707196575891472
-0.2891084951759192,0.4662313782959404,-0.7553398734718596,-3.293181219737398,3.9528406467734456,-0.29312260887179054,-0.04817214446162288
-0.15465820335025382,0.20875036293038218,-0.363408566280636,-1.9654242998568139,2.399825306483771,-0.15882306713102745,-0.05874321165285801
-0.234956827610042,0.5869187650075629,-0.8218755926176049,-2.1410872977982836,4.098065277109356,-0.23645180498879648,-0.055614166607421356
-0.07335953999314027,0.36387651657748155,-0.4372360565706218,-0.5810597908545372,2.93753211156117,-0.16450922846094318,-0.06033753530113761
-0.20065782920111408,0.2020794823745944,-0.40273731157570847,-2.263073985433575,2.032779644258407,-0.20037703931436834,-0.06510774816866227
-0.27689317459231577,0.5650466784814769,-0.8419398530737927,-2.927487238968764,4.386565624612199,-0.287271194979312,-0.0656635879437355
-0.34352518958449496,0.6541600174706792,-0.9976852070551742,-4.182050290897183,5.34788124073777,-0.34795574599317736,-0.06566358794373517
-0.19910743378798412,0.26905035893311324,-0.46815779272109737,-2.223342985108201,2.590659863089153,-0.22886572878082434,-0.06097763272221346
-0.2510690517450638,0.29472129884191856,-0.5457903505869823,-2.7192975419208585,2.614613208127125,-0.28849078067772516,-0.10638881421797675
-0.17055965801881412,0.21849297247561927,-0.3890526304944334,-1.9897287264417352,2.290579030723954,-0.19094421969785969,-0.10560328872275782
-0.29587815058867006,0.5890800875854316,-0.8849582381741017,-3.1365589174748916,4.478734352539435,-0.3027100198571758,-0.04826507666512714
-0.19948511931517765,0.3555800078944644,-0.5550651272096421,-2.001615765587223,3.0099364671944135,-0.20457268000003825,-0.058001522610519385
