date,predicted,actual,position,turnover,cost,strategy_return,strategy_equity,buy_hold_return,buy_hold_equity
2016-09-21,-0.00011007910959428964,0.009423152514447697,-1,2.0,0.001,-0.010423152514447698,0.9735506589142133,0.009423152514447697,1.1024503496539346
2016-09-22,-0.00027178577225098373,-0.016663787855819456,-1,0.0,0.0,0.016663787855819456,0.9897737005612531,-0.016663787855819456,1.0840793509057274
2016-09-23,-0.0019213494783483643,0.0015082820087535254,-1,0.0,0.0,-0.0015082820087535254,0.9882808426959592,0.0015082820087535254,1.0857144482867598
2016-09-26,0.0003597662183283181,0.001860370145190915,1,2.0,0.001,0.0008603701451909149,0.989131130028079,0.001860370145190915,1.0877342790325548
2016-09-27,-2.2966610811348034e-05,0.0076045756691141,-1,2.0,0.001,-0.0086045756691141,0.980620076373076,0.0076045756691141,1.0960060366653472
2016-09-28,-0.0018147984254156017,-0.015533102140303123,-1,0.0,0.0,0.015533102140303123,0.9958521481802108,-0.015533102140303123,1.0789816629514355
2016-09-29,-0.0011460039528645677,0.00775541510195632,-1,0.0,0.0,-0.00775541510195632,0.9881289013908984,0.00775541510195632,1.087349613635023
2016-09-30,-0.001214581178948773,-0.004688248900999836,-1,0.0,0.0,0.004688248900999836,0.9927614956268904,-0.004688248900999836,1.0822518480038958
2016-10-03,-0.0005983314790547961,0.004265938473448472,-1,0.0,0.0,-0.004265938473448472,0.9885264361677374,0.004265938473448472,1.0868686678002564
2016-10-04,-0.0024837300248339994,0.0004425059338033499,-1,0.0,0.0,-0.0004425059338033499,0.9880890073540117,0.0004425059338033499,1.087349613635023
2016-10-05,-0.0005941528808319107,0.007430307879891185,-1,0.0,0.0,-0.007430307879891185,0.9807472018166353,0.007430307879891185,1.095428956037412
2016-10-06,-0.002216056581889092,0.0014926548837519427,-1,0.0,0.0,-0.0014926548837519427,0.9792832847161177,0.0014926548837519427,1.0970640534184446
2016-10-07,-0.0009115578130946181,0.017447007617558574,-1,0.0,0.0,-0.017447007617558574,0.9621977217879278,0.017447007617558574,1.1162045383153858
2016-10-10,-0.0011503199897452447,0.002154241214420427,-1,0.0,0.0,-0.002154241214420427,0.9601249157992309,0.002154241214420427,1.118609112135548
2016-10-11,-0.0011333647445269928,0.008942328718105852,-1,0.0,0.0,-0.008942328718105852,0.9515391631917104,0.008942328718105852,1.1286120825233326
2016-10-12,-0.0002174749630009569,-0.0030679474902369774,-1,0.0,0.0,0.0030679474902369774,0.9544584353792867,-0.0030679474902369774,1.125149559917304
2016-10-13,-0.001260429950365037,0.00555646061010906,-1,0.0,0.0,-0.00555646061010906,0.9491550246791153,0.00555646061010906,1.131401409127466
2016-10-14,-0.0016322141636969149,-0.0006800490663099179,-1,0.0,0.0,0.0006800490663099179,0.9498004966674317,-0.0006800490663099179,1.1306320006555672
2016-10-17,-0.0001482669490724668,-0.0006805805498941719,-1,0.0,0.0,0.0006805805498941719,0.9504469124117434,-0.0006805805498941719,1.129862514506833
2016-10-18,-0.0009967789258330784,-0.0029794753602686574,-1,0.0,0.0,0.0029794753602686574,0.9532787455685177,-0.0029794753602686574,1.1264961169843688
2016-10-19,-0.00020981729221033538,-0.0005123396223600807,-1,0.0,0.0,0.0005123396223600807,0.9537671480410261,-0.0005123396223600807,1.125918968389203
2016-10-20,-0.0011362473166664536,-0.003929594127263902,-1,0.0,0.0,0.003929594127263902,0.9575150658247454,-0.003929594127263902,1.1214945638232459
2016-10-21,-0.0007110339561788038,0.009005171447813654,-1,0.0,0.0,-0.009005171447813654,0.9488924784931291,0.009005171447813654,1.1315938146482651
2016-10-24,-0.0008946419332595412,0.005099861158590846,-1,0.0,0.0,-0.005099861158590846,0.944053258598383,0.005099861158590846,1.1373647859908915
2016-10-25,-0.001474381827934016,-0.022494752732838075,-1,0.0,0.0,0.022494752732838075,0.9652895032171837,-0.022494752732838075,1.1117800463629892
2016-10-26,-0.001809112833627714,-0.009602847083867716,-1,0.0,0.0,0.009602847083867716,0.9745590307082408,-0.009602847083867716,1.10110379258687
2016-10-27,-0.0006739619507925313,-0.006638732860338892,-1,0.0,0.0,0.006638732860338892,0.9810288677697435,-0.006638732860338892,1.0937938586563798
2016-10-28,-0.0007659269005023685,-0.001582830638630628,-1,0.0,0.0,0.001582830638630628,0.9825816703190307,-0.001582830638630628,1.0920625682245524
2016-10-31,0.0005271447534232032,-0.0180553441703738,1,2.0,0.001,-0.0190553441703738,0.9638582384156008,-0.0180553441703738,1.0723450026996757
2016-11-01,-0.0012939771350596644,0.0008969349415353101,-1,2.0,0.001,-0.00189693494153531,0.9620298620444636,0.0008969349415353101,1.0733068264019778
2016-11-02,0.0004599957123507976,-0.010718736206725255,1,2.0,0.001,-0.011718736206725255,0.9507560878681722,-0.010718736206725255,1.0618023336608975
2016-11-03,-0.0001401924628382299,-0.009013973459863323,-1,2.0,0.001,0.008013973459863322,0.9583754219231514,-0.009013973459863323,1.0522312756056573
2016-11-04,-0.0015854015515882579,0.014424904038842001,-1,0.0,0.0,-0.014424904038842001,0.9445509484287252,0.014424904038842001,1.0674096107829372
2016-11-07,-0.001342108923217765,0.005887092817251638,-1,0.0,0.0,-0.005887092817251638,0.9389902893247023,0.005887092817251638,1.0736935502356428
2016-11-08,0.0002308608530576947,-0.0016207459093672272,1,2.0,0.001,-0.002620745909367227,0.936529434365019,-0.0016207459093672272,1.0719533658061844
2016-11-09,-0.002969146438462637,-0.027867930918195394,-1,2.0,0.001,0.026867930918195393,0.961692042510395,-0.027867930918195394,1.0420802434603706
2016-11-10,-0.0006678613913194022,0.005937459719192573,-1,0.0,0.0,-0.005937459719192573,0.9559820347457215,0.005937459719192573,1.048267552930083
2016-11-11,0.0011672993048833253,-0.025085316654514522,1,2.0,0.001,-0.026085316654514523,0.9310449406533523,-0.025085316654514522,1.0219714294261788
2016-11-14,-2.928055984661159e-06,0.013243795610229814,-1,2.0,0.001,-0.014243795610229815,0.9177833268147474,0.013243795610229814,1.0355062101569936
2016-11-15,0.0023075400629719318,0.026888222851215726,1,2.0,0.001,0.025888222851215725,0.9415431061084578,0.026888222851215726,1.0633491318995127
2016-11-16,-0.0013047882277003823,-0.00036367559107286507,-1,2.0,0.001,-0.000636324408927135,0.9409439792479839,-0.00036367559107286507,1.0629624177754524
2016-11-17,0.00039858922243393935,0.001000453453643857,1,2.0,0.001,4.534536438569395e-07,0.9409444059224601,0.001000453453643857,1.0640258621974095
2016-11-18,-0.0011474745296156312,0.015173598351152062,-1,2.0,0.001,-0.016173598351152063,0.9257259490303068,0.015173598351152062,1.0801709632656313
2016-11-21,-0.001724642915760647,0.0006265029526906218,-1,0.0,0.0,-0.0006265029526906218,0.925145978989857,0.0006265029526906218,1.0808476935635278
2016-11-22,-0.0007520300533417906,-0.005098386391192089,-1,0.0,0.0,0.005098386391192089,0.929862730659005,-0.005098386391192089,1.075337114391712
2016-11-23,-0.0004128054569368569,0.00503458975714266,-1,0.0,0.0,-0.00503458975714266,0.9251812532796805,0.00503458975714266,1.080750995613304
2016-11-25,0.0005579633923369381,-0.0019679820441077522,1,2.0,0.001,-0.0029679820441077523,0.9224353319324012,-0.0019679820441077522,1.0786240970597853
2016-11-28,-0.0005439581442986292,-0.0009859358181041333,-1,2.0,0.001,-1.4064181895866688e-05,0.9224223586341057,-0.0009859358181041333,1.0775606429282238
2016-11-29,0.00010406923318911917,-0.008433535542148984,1,2.0,0.001,-0.009433535542148985,0.9137206545290579,-0.008433535542148984,1.0684729969472677
2016-11-30,-0.0007284958428192263,-0.009319574710942025,-1,2.0,0.001,0.008319574710942024,0.9213224217793434,-0.009319574710942025,1.0585152830255935
2016-12-01,-0.000830494555407573,0.0037446702058712145,-1,0.0,0.0,-0.0037446702058712145,0.9178723731565052,0.0037446702058712145,1.0624790736683989
2016-12-02,0.0014767920106591099,-0.007188365045693423,1,2.0,0.001,-0.008188365045693424,0.9103564990997428,-0.007188365045693423,1.0548415862334601
2016-12-05,-0.000847174893108274,0.007698626644963014,-1,2.0,0.001,-0.008698626644963015,0.9024376478002586,0.007698626644963014,1.0629624177754522
2016-12-06,0.00016296652375746062,0.00982265799030313,1,2.0,0.001,0.008822657990303129,0.9103995465243738,0.00982265799030313,1.0734035340618062
2016-12-07,4.15238848370579e-06,0.009817206308522897,1,0.0,0.0,0.009817206308522897,0.9193371266957893,0.009817206308522897,1.0839413580079886
2016-12-08,-0.0005808041706096543,0.016321742675185158,-1,2.0,0.001,-0.01732174267518516,0.9034126055554207,0.016321742675185158,1.1016331699283857
2016-12-09,-0.00038057105022747844,-0.005704203199613178,-1,0.0,0.0,0.005704203199613178,0.9085658546306009,-0.005704203199613178,1.0953492304756802
2016-12-12,-0.0004696969701862707,0.01668137535147096,-1,0.0,0.0,-0.01668137535147096,0.8934097265779779,0.01668137535147096,1.11362116213019
2016-12-13,-0.0015896410813656127,0.0,-1,0.0,0.0,-0.0,0.8934097265779779,0.0,1.11362116213019
2016-12-14,-4.2176469213800854e-05,0.005469195204443,-1,0.0,0.0,-0.005469195204443,0.8885234943857749,0.005469195204443,1.1197117736496787
2016-12-15,-0.0020335412781386747,0.0012951263796172618,-1,0.0,0.0,-0.0012951263796172618,0.8873727441692862,0.0012951263796172618,1.1211619419053005
2016-12-16,-0.0006133382986474241,0.00577734144466735,-1,0.0,0.0,-0.00577734144466735,0.8822460888375289,0.00577734144466735,1.1276392772584538
2016-12-19,-0.0002601562784356487,0.0026577264955851554,-1,0.0,0.0,-0.0026577264955851554,0.879901320031599,0.0026577264955851554,1.130636234043086
2016-12-20,0.000364241563170435,0.0009405802675885866,1,2.0,0.001,-5.941973241141343e-05,0.8798490365306143,0.0009405802675885866,1.1316996881746475
2016-12-21,-0.0010529605983019676,-0.006577789057177541,-1,2.0,0.001,0.005577789057177541,0.884756648858543,-0.006577789057177541,1.124255606349761
2016-12-22,-0.0012696890306004738,0.0019777698366356677,-1,0.0,0.0,-0.0019777698366356677,0.8830068038456678,0.0019777698366356677,1.1264791251766682
2016-12-23,-6.378979907478927e-05,0.006350888505602059,-1,0.0,0.0,-0.006350888505602059,0.8773989260847559,0.006350888505602059,1.1336332685045534
2016-12-27,-0.0006203192883632137,-0.004264023735551681,-1,0.0,0.0,0.004264023735551681,0.8811401759311289,-0.004264023735551681,1.128799429340239
2016-12-28,-0.000661243809097548,-0.00025692445114544604,-1,0.0,0.0,0.00025692445114544604,0.8813665623872122,-0.00025692445114544604,1.1285094131664024
2016-12-29,0.0004265496683226361,-0.007795805169262482,1,2.0,0.001,-0.008795805169262483,0.8736142338217516,-0.007795805169262482,1.1197117736496784
2016-12-30,-0.0017071537063540565,0.0028492624264200295,-1,2.0,0.001,-0.0038492624264200295,0.8702514633763159,0.0028492624264200295,1.1229021263347585
2017-01-03,-0.001392211643400888,-0.001119278602229823,-1,0.0,0.0,0.001119278602229823,0.8712255172178321,-0.001119278602229823,1.1216452860123536
2017-01-04,0.00044092546754331645,0.005085364458261132,1,2.0,0.001,0.004085364458261132,0.8747847909810041,0.005085364458261132,1.127349261084617
2017-01-05,-0.0010273321198822744,0.011148297145629371,-1,2.0,0.001,-0.012148297145629372,0.8641576454016896,0.011148297145629371,1.139917285634094
2017-01-06,-0.0010989823324706073,0.0091594788943965,-1,0.0,0.0,-0.0091594788943965,0.8562424116872015,0.0091594788943965,1.1503583339532173
2017-01-09,-0.001235217017910628,0.0010085136496544855,-1,0.0,0.0,-0.0010085136496544855,0.8553788795276018,0.0010085136496544855,1.151518486035003
2017-01-10,0.0005397762033797871,0.005373174243182843,1,2.0,0.001,0.004373174243182843,0.8591196004117146,0.005373174243182843,1.1577057955047152
2017-01-11,-0.001133495852317824,-0.004175360599457889,-1,2.0,0.001,0.003175360599457889,0.8618476149410841,-0.004175360599457889,1.1528719563404008
2017-01-12,-0.001856190624514762,-0.0017610024267947777,-1,0.0,0.0,0.0017610024267947777,0.8633653306825227,-0.0017610024267947777,1.1508417460275018
2017-01-13,-0.0012938789865280294,0.008064509256993313,-1,0.0,0.0,-0.008064509256993313,0.8564027129810664,0.008064509256993313,1.1601227199416748
2017-01-17,-0.0017211221314067978,-8.335148390925529e-05,-1,0.0,0.0,8.335148390925529e-05,0.8564740954180172,-8.335148390925529e-05,1.1600260219914509
2017-01-18,-0.0004701310678382796,-0.0017501336735613604,-1,0.0,0.0,0.0017501336735613604,0.8579730395729414,-0.0017501336735613604,1.1579958213881563
2017-01-19,-0.0008171433237358834,0.0018367065875670718,-1,0.0,0.0,-0.0018367065875670718,0.8563971948392027,0.0018367065875670718,1.160122719941675
2017-01-20,-0.001467102146548306,0.0006666863293254277,-1,0.0,0.0,-0.0006666863293254277,0.8558262465369308,0.0006666863293254277,1.1608961578994
2017-01-23,-0.00040008968866487796,-0.0009160630986029261,-1,0.0,0.0,0.0009160630986029261,0.8566102373801991,-0.0009160630986029261,1.1598327037678384
2017-01-24,-0.0007239853744447083,0.015920614945703848,-1,0.0,0.0,-0.015920614945703848,0.842972475632321,0.015920614945703848,1.1782979536459608
2017-01-25,-0.0015919292356054225,0.0004923288058960029,-1,0.0,0.0,-0.0004923288058960029,0.8425574559999898,0.0004923288058960029,1.178878063670469
2017-01-26,-0.000858991128292918,8.195951419076586e-05,-1,0.0,0.0,-8.195951419076586e-05,0.8424884004002182,8.195951419076586e-05,1.1789746839438575
2017-01-27,0.0003810123859587338,-0.0026240213441287574,1,2.0,0.001,-0.0036240213441287574,0.839435204454987,-0.0026240213441287574,1.1758810292090014
2017-01-30,-0.0015246956483687597,-0.002302053135950999,-1,2.0,0.001,0.0013020531359509988,0.8405281936953753,-0.002302053135950999,1.1731740885982056
2017-01-31,-0.0022714795991598323,0.060980641880436615,-1,0.0,0.0,-0.060980641880436615,0.7892722449252274,0.060980641880436615,1.2447149975584204
2017-02-01,-0.0011208282932996772,-0.0017087434133038482,-1,0.0,0.0,0.0017087434133038482,0.790620908675047,-0.0017087434133038482,1.2425880990049019
2017-02-02,0.0007719983802989976,0.004279182258756009,1,2.0,0.001,0.003279182258756009,0.7932134987321758,0.004279182258756009,1.247905359953105
2017-02-03,0.0011183856692249883,0.00937396460476525,1,0.0,0.0,0.00937396460476525,0.8006490539933132,0.00937396460476525,1.2596031806274022
2017-02-06,1.3765135695478804e-05,0.00951726914997808,1,0.0,0.0,0.00951726914997808,0.8082690465348429,0.00951726914997808,1.2715911631196015
2017-02-07,-0.0019557929801090955,0.003877401235796496,-1,2.0,0.001,-0.004877401235796496,0.8043267940884178,0.003877401235796496,1.2765216322669093
2017-02-08,0.0004928951921489721,0.007226013868989689,1,2.0,0.001,0.006226013868989689,0.8093345438636124,0.007226013868989689,1.2857457952857354
2017-02-09,-0.0011594139825967195,-0.0022655414932116757,-1,2.0,0.001,0.0012655414932116757,0.8103587903107613,-0.0022655414932116757,1.2828328848367931
2017-02-10,-0.0005846043209180919,0.00885557102844281,-1,0.0,0.0,-0.00885557102844281,0.8031826004846414,0.00885557102844281,1.2941931025660875
2017-02-13,-0.0014920208667172214,0.012979301454385972,-1,0.0,0.0,-0.012979301454385972,0.7927578513900336,0.012979301454385972,1.31099082498448
2017-02-14,-0.001781466468307731,0.0036290252220700925,-1,0.0,0.0,-0.0036290252220700925,0.7898809131523451,0.0036290252220700925,1.315748443754251
2017-02-15,-0.0014313708866094538,-0.0011806435385079972,-1,0.0,0.0,0.0011806435385079972,0.7908134809486492,-0.0011806435385079972,1.3141950138558307
